,Planet Name,Number of Stars,Number of Planets,Discovery Year,Controversial Flag,Orbital Period [days],Orbital Period Upper Unc. [days],Orbital Period Lower Unc. [days],Orbital Period Limit Flag,Orbit Semi-Major Axis [au],Orbit Semi-Major Axis Upper Unc. [au],Orbit Semi-Major Axis Lower Unc. [au],Orbit Semi-Major Axis Limit Flag,Planet Radius [Earth Radius],Planet Radius Upper Unc. [Earth Radius],Planet Radius Lower Unc. [Earth Radius],Planet Radius Limit Flag,Planet Radius [Jupiter Radius],Planet Radius Upper Unc. [Jupiter Radius],Planet Radius Lower Unc. [Jupiter Radius],Planet Radius Limit Flag,Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,Planet Mass or Mass*sin(i) [Jupiter Mass],Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,Planet Mass or Mass*sin(i) Provenance,Eccentricity,Eccentricity Upper Unc.,Eccentricity Lower Unc.,Eccentricity Limit Flag,Insolation Flux [Earth Flux],Insolation Flux Upper Unc. [Earth Flux],Insolation Flux Lower Unc. [Earth Flux],Insolation Flux Limit Flag,Equilibrium Temperature [K],Equilibrium Temperature Upper Unc. [K],Equilibrium Temperature Lower Unc. [K],Equilibrium Temperature Limit Flag,Data show Transit Timing Variations,Stellar Effective Temperature [K],Stellar Effective Temperature Upper Unc. [K],Stellar Effective Temperature Lower Unc. [K],Stellar Effective Temperature Limit Flag,Stellar Radius [Solar Radius],Stellar Radius Upper Unc. [Solar Radius],Stellar Radius Lower Unc. [Solar Radius],Stellar Radius Limit Flag,Stellar Mass [Solar mass],Stellar Mass Upper Unc. [Solar mass],Stellar Mass Lower Unc. [Solar mass],Stellar Mass Limit Flag,Stellar Metallicity [dex],Stellar Metallicity Upper Unc. [dex],Stellar Metallicity Lower Unc. [dex],Stellar Metallicity Limit Flag,Stellar Metallicity Ratio,Stellar Surface Gravity [log10(cm/s**2)],Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],Stellar Surface Gravity Limit Flag,RA [deg],Dec [deg],Distance [pc],Distance [pc] Upper Unc,Distance [pc] Lower Unc,V (Johnson) Magnitude,V (Johnson) Magnitude Upper Unc,V (Johnson) Magnitude Lower Unc,Ks (2MASS) Magnitude,Ks (2MASS) Magnitude Upper Unc,Ks (2MASS) Magnitude Lower Unc,Gaia Magnitude,Gaia Magnitude Upper Unc,Gaia Magnitude Lower Unc
4462,Kepler-831 b,1,1,2016,0,5.62153941,1.272e-05,-1.272e-05,0.0,0.0603,0.003,-0.003,0.0,1.27,0.1,-0.07,0.0,0.113,0.009,-0.006,0.0,2.15,20.65895,-19.443815,0.0,0.00678,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,266.25,6.87,-6.66,0.0,992.0,21.0,-21.0,0.0,0,5732.0,74.53,-59.69,0.0,0.97,0.07,-0.05,0.0,0.99,0.04,-0.04,0.0,0.02,0.094,-0.098,0.0,1.0,4.46,0.04,-0.06,0.0,294.9855607,42.7277355,593.54,5.5105,-5.5105,13.751,0.092,-0.092,12.159,0.019,-0.019,13.6311,0.00025,-0.00025
4463,Kepler-832 b,1,1,2016,0,7.1396941,2.817e-05,-2.817e-05,0.0,0.075,0.003,-0.003,0.0,2.06,0.32,-0.17,0.0,0.184,0.029,-0.015,0.0,4.9,20.65895,-19.443815,0.0,0.0154,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,256.83,34.87,-29.85,0.0,965.0,21.0,-21.0,0.0,0,5596.0,181.65,-133.14,0.0,0.9,0.14,-0.07,0.0,0.92,0.06,-0.06,0.0,-0.08,0.163,-0.185,0.0,1.0,4.5,0.06,-0.12,0.0,295.9261101,45.383869,1688.12,102.27,-91.41,16.001,0.081,-0.081,14.197,0.061,-0.061,15.8594,0.000585,-0.000585
4464,Kepler-833 b,1,1,2016,0,18.7546998,5.142e-05,-5.142e-05,0.0,0.1139,0.003,-0.003,0.0,2.02,0.12,-0.09,0.0,0.18,0.011,-0.008,0.0,4.74,20.65895,-19.443815,0.0,0.0149,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,8.31,0.85,-0.79,0.0,382.0,21.0,-21.0,0.0,0,4339.0,39.28,-37.41,0.0,0.62,0.02,-0.02,0.0,0.64,0.03,-0.03,0.0,-0.18,0.097,-0.104,0.0,1.0,4.67,0.02,-0.02,0.0,290.4799052,45.6005798,467.37,5.921,-5.776,15.755,0.114,-0.114,12.885,0.023,-0.023,15.4686,0.000479,-0.000479
4465,Kepler-834 b,1,1,2016,0,13.32388301,5.212e-05,-5.212e-05,0.0,0.0862,0.003,-0.003,0.0,2.02,0.1,-0.1,0.0,0.18,0.009,-0.009,0.0,4.74,20.65895,-19.443815,0.0,0.0149,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,11.85,1.28,-1.17,0.0,378.0,21.0,-21.0,0.0,0,4554.0,50.38,-45.2,0.0,0.66,0.03,-0.03,0.0,0.7,0.03,-0.03,0.0,-0.13,0.118,-0.099,0.0,1.0,4.64,0.02,-0.02,0.0,287.0544674,45.1803351,633.937,17.091,-16.23,16.211,0.195,-0.195,13.484,0.037,-0.037,15.9285,0.000573,-0.000573
4466,Kepler-835 b,1,1,2016,0,11.41909375,7.116e-05,-7.116e-05,0.0,0.107,0.003,-0.003,0.0,2.79,0.54,-0.29,0.0,0.249,0.048,-0.026,0.0,8.2,20.65895,-19.443815,0.0,0.0258,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,170.33,150.95,-59.64,0.0,921.0,21.0,-21.0,0.0,0,5954.0,71.86,-70.98,0.0,1.11,0.21,-0.1,0.0,1.08,0.07,-0.05,0.0,0.08,0.142,-0.143,0.0,1.0,4.38,0.07,-0.14,0.0,283.5742181,45.7348003,2406.33,273.9,-224.71,16.062,0.424,-0.424,14.561,0.116,-0.116,15.8901,0.000565,-0.000565
4467,Kepler-836 b,1,1,2016,0,11.36112327,2.363e-05,-2.363e-05,0.0,0.1013,0.003,-0.003,0.0,2.73,0.64,-0.32,0.0,0.244,0.057,-0.029,0.0,7.9,20.65895,-19.443815,0.0,0.0249,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,135.8,6.92,-6.56,0.0,869.0,21.0,-21.0,0.0,0,5895.0,74.32,-83.11,0.0,1.04,0.24,-0.1,0.0,1.03,0.06,-0.07,0.0,-0.01,0.136,-0.183,0.0,1.0,4.41,0.07,-0.17,0.0,287.4527659,45.7043964,980.035,21.455,-20.575,14.672,0.046,-0.046,13.15,0.028,-0.028,14.5873,0.000345,-0.000345
4468,Kepler-837 b,1,1,2016,0,16.56059504,4.293e-05,-4.293e-05,0.0,0.1144,0.003,-0.003,0.0,2.56,0.22,-0.43,0.0,0.228,0.02,-0.038,0.0,7.08,20.65895,-19.443815,0.0,0.0223,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,55.97,3.34,-3.13,0.0,701.0,21.0,-21.0,0.0,0,5403.0,58.96,-58.52,0.0,0.81,0.07,-0.07,0.0,0.85,0.05,-0.06,0.0,-0.18,0.162,-0.204,0.0,1.0,4.56,0.04,-0.08,0.0,285.2467607,45.95011,901.907,18.362,-17.657,15.576,0.206,-0.206,13.465,0.046,-0.046,15.229,0.000395,-0.000395
4469,Kepler-838 b,1,1,2016,0,15.74957994,4.687e-05,-4.687e-05,0.0,0.1266,0.003,-0.003,0.0,2.73,0.51,-0.25,0.0,0.244,0.045,-0.022,0.0,7.9,20.65895,-19.443815,0.0,0.0249,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,61.09,4.12,-3.82,0.0,777.0,21.0,-21.0,0.0,0,5770.0,68.34,-66.67,0.0,0.96,0.13,-0.08,0.0,0.98,0.05,-0.06,0.0,-0.06,0.152,-0.191,0.0,1.0,4.46,0.06,-0.11,0.0,285.4354695,45.975959,1104.04,27.28,-26.03,15.424,0.16,-0.16,13.761,0.048,-0.048,15.2295,0.000361,-0.000361
4470,Kepler-839 b,1,1,2016,0,37.8144514,0.0001545,-0.0001545,0.0,0.2341,0.003,-0.003,0.0,2.57,0.41,-0.25,0.0,0.229,0.037,-0.022,0.0,7.13,20.65895,-19.443815,0.0,0.0224,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,46.3,1.6,-1.54,0.0,626.0,21.0,-21.0,0.0,0,6058.0,87.66,-77.96,0.0,1.31,0.21,-0.12,0.0,1.22,0.06,-0.05,0.0,0.29,0.068,-0.069,0.0,1.0,4.29,0.08,-0.11,0.0,291.074684,45.242544,944.561,13.7235,-13.7235,13.693,0.137,-0.137,12.25,0.019,-0.019,13.5633,0.000246,-0.000246
4471,Kepler-84 b,1,5,2012,0,8.726,0.0001,-0.0001,0.0,0.0827,0.003,-0.003,0.0,2.23,0.1,-0.1,0.0,0.199,0.009,-0.009,0.0,40.0,13.7,-10.3,0.0,0.126,0.043,-0.032,0.0,4,0.0,0.05,-0.042,0.0,222.19,98.84,-71.67,0.0,985.0,21.0,-21.0,0.0,1,6039.0,97.72,-95.8,0.0,1.43,0.05,-0.05,0.0,1.0,0.42,-0.29,0.0,-0.07,0.107,-0.114,0.0,1.0,4.13,0.15,-0.15,0.0,298.2520208,40.4960842,1023.9,4.888,-4.824,14.92,0.092,-0.092,13.193,0.026,-0.026,14.7902,0.001577,-0.001577
4472,Kepler-84 c,1,5,2012,0,12.883,0.0001,-0.0001,0.0,0.1072,0.003,-0.003,0.0,2.36,0.11,-0.11,0.0,0.211,0.01,-0.01,0.0,20.2,13.5,-10.2,0.0,0.064,0.042,-0.032,0.0,4,0.0,0.05,-0.042,0.0,132.23,58.83,-42.65,0.0,865.0,21.0,-21.0,0.0,1,6039.0,97.72,-95.8,0.0,1.43,0.05,-0.05,0.0,1.0,0.42,-0.29,0.0,-0.07,0.107,-0.114,0.0,1.0,4.13,0.15,-0.15,0.0,298.2520208,40.4960842,1023.9,4.888,-4.824,14.92,0.092,-0.092,13.193,0.026,-0.026,14.7902,0.001577,-0.001577
4473,Kepler-84 d,1,5,2014,0,4.224537,4.2e-05,-4.2e-05,0.0,0.052,0.003,-0.003,0.0,1.38,0.27,-0.27,0.0,0.123,0.024,-0.024,0.0,2.48,20.65895,-19.443815,0.0,0.0078,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,584.24,259.9,-188.44,0.0,1254.0,21.0,-21.0,0.0,0,6031.0,143.0,-143.0,0.0,1.17,0.22,-0.22,0.0,1.06,0.06,-0.06,0.0,-0.07,0.107,-0.114,0.0,1.0,4.32,0.15,-0.15,0.0,298.2520208,40.4960842,1023.9,4.888,-4.824,14.92,0.092,-0.092,13.193,0.026,-0.026,14.7902,0.001577,-0.001577
4474,Kepler-84 e,1,5,2014,0,27.434389,0.000224,-0.000224,0.0,0.181,0.003,-0.003,0.0,2.6,0.49,-0.49,0.0,0.232,0.044,-0.044,0.0,7.27,20.65895,-19.443815,0.0,0.0229,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,48.29,21.48,-15.58,0.0,672.0,21.0,-21.0,0.0,0,6031.0,143.0,-143.0,0.0,1.17,0.22,-0.22,0.0,1.06,0.06,-0.06,0.0,-0.07,0.107,-0.114,0.0,1.0,4.32,0.15,-0.15,0.0,298.2520208,40.4960842,1023.9,4.888,-4.824,14.92,0.092,-0.092,13.193,0.026,-0.026,14.7902,0.001577,-0.001577
4475,Kepler-84 f,1,5,2014,0,44.552169,0.000812,-0.000812,0.0,0.25,0.003,-0.003,0.0,2.2,0.43,-0.43,0.0,0.196,0.038,-0.038,0.0,5.48,20.65895,-19.443815,0.0,0.0172,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,25.3,11.25,-8.16,0.0,572.0,21.0,-21.0,0.0,0,6031.0,143.0,-143.0,0.0,1.17,0.22,-0.22,0.0,1.06,0.06,-0.06,0.0,-0.07,0.107,-0.114,0.0,1.0,4.32,0.15,-0.15,0.0,298.2520208,40.4960842,1023.9,4.888,-4.824,14.92,0.092,-0.092,13.193,0.026,-0.026,14.7902,0.001577,-0.001577
4476,Kepler-841 b,1,1,2016,0,124.4198398,0.000331,-0.000331,0.0,0.479,0.003,-0.003,0.0,5.23,0.41,-0.36,0.0,0.467,0.037,-0.032,0.0,23.8,20.65895,-19.443815,0.0,0.0749,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,1.65,0.14,-0.13,0.0,416.0,21.0,-21.0,0.0,0,5324.0,58.08,-58.03,0.0,0.81,0.06,-0.06,0.0,0.85,0.04,-0.05,0.0,-0.09,0.17,-0.186,0.0,1.0,4.56,0.04,-0.07,0.0,284.2513637,48.8095962,998.961,37.779,-35.167,15.791,0.229,-0.229,13.928,0.043,-0.043,15.7442,0.000578,-0.000578
4477,Kepler-842 b,1,1,2016,0,1.21956827,1.1e-06,-1.1e-06,0.0,0.0204,0.003,-0.003,0.0,1.6,0.08,-0.09,0.0,0.143,0.007,-0.008,0.0,3.19,20.65895,-19.443815,0.0,0.01,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,588.95,25.59,-24.38,0.0,1252.0,21.0,-21.0,0.0,0,4848.0,60.94,-65.37,0.0,0.73,0.03,-0.04,0.0,0.78,0.04,-0.04,0.0,-0.02,0.155,-0.165,0.0,1.0,4.6,0.02,-0.04,0.0,292.3285976,49.6535171,532.726,8.378,-8.127,15.363,0.206,-0.206,12.913,0.032,-0.032,15.1296,0.000396,-0.000396
4478,Kepler-843 b,1,1,2016,0,2.05387982,2.9e-06,-2.9e-06,0.0,0.0313,0.003,-0.003,0.0,2.59,0.61,-0.25,0.0,0.231,0.054,-0.022,0.0,7.22,20.65895,-19.443815,0.0,0.0227,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,890.33,87.94,-78.71,0.0,1523.0,21.0,-21.0,0.0,0,5830.0,106.99,-143.16,0.0,1.03,0.24,-0.1,0.0,1.02,0.06,-0.06,0.0,0.05,0.131,-0.162,0.0,1.0,4.42,0.07,-0.17,0.0,296.3219786,48.9714373,1165.66,48.64,-44.95,15.354,0.206,-0.206,13.709,0.053,-0.053,15.2481,0.000556,-0.000556
4479,Kepler-844 b,1,1,2016,0,2.61302086,6.24e-06,-6.24e-06,0.0,0.0298,0.003,-0.003,0.0,1.68,0.07,-0.24,0.0,0.15,0.006,-0.021,0.0,3.46,20.65895,-19.443815,0.0,0.0109,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,89.65,9.52,-8.71,0.0,713.0,21.0,-21.0,0.0,0,4128.0,46.09,-46.95,0.0,0.57,0.03,-0.03,0.0,0.59,0.03,-0.04,0.0,-0.24,0.12,-0.142,0.0,1.0,4.7,0.02,-0.02,0.0,287.8578541,48.7739646,431.776,9.0135,-9.0135,15.986,0.252,-0.252,13.058,0.032,-0.032,15.7957,0.000583,-0.000583
4480,Kepler-845 b,1,1,2016,0,0.92785982,5.5e-07,-5.5e-07,0.0,0.017,0.003,-0.003,0.0,2.04,0.09,-0.29,0.0,0.182,0.008,-0.026,0.0,4.82,20.65895,-19.443815,0.0,0.0152,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,772.5,23.92,-23.3,0.0,1361.0,21.0,-21.0,0.0,0,4913.0,57.49,-57.47,0.0,0.75,0.03,-0.03,0.0,0.79,0.03,-0.04,0.0,0.01,0.146,-0.159,0.0,1.0,4.59,0.02,-0.04,0.0,290.9576363,49.2037262,431.051,3.275,-3.275,14.903,0.069,-0.069,12.515,0.029,-0.029,14.6386,0.000299,-0.000299
4481,Kepler-846 b,1,1,2016,0,19.80792185,8.966e-05,-8.966e-05,0.0,0.1399,0.003,-0.003,0.0,2.48,0.32,-0.18,0.0,0.221,0.029,-0.016,0.0,6.71,20.65895,-19.443815,0.0,0.0211,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,35.28,3.09,-2.8,0.0,624.0,21.0,-21.0,0.0,0,5579.0,69.45,-74.32,0.0,0.91,0.11,-0.06,0.0,0.94,0.04,-0.05,0.0,0.0,0.136,-0.159,0.0,1.0,4.5,0.05,-0.11,0.0,287.0570731,49.0460112,1127.12,39.47,-36.93,15.684,0.206,-0.206,13.978,0.054,-0.054,15.6041,0.000537,-0.000537
4482,Kepler-847 b,1,1,2016,0,2.3432319,7.57e-06,-7.57e-06,0.0,0.0315,0.003,-0.003,0.0,1.18,0.09,-0.05,0.0,0.105,0.008,-0.004,0.0,1.76,20.65895,-19.443815,0.0,0.00553,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,292.31,40.83,-54.06,0.0,1054.0,21.0,-21.0,0.0,0,4940.0,51.58,-54.72,0.0,0.77,0.03,-0.03,0.0,0.83,0.03,-0.04,0.0,0.15,0.148,-0.16,0.0,1.0,4.58,0.02,-0.04,0.0,283.5048144,49.4509371,513.103,5.339,-5.232,14.998,0.15,-0.15,12.708,0.023,-0.023,14.7799,0.000351,-0.000351
4483,Kepler-848 b,1,1,2016,0,6.91134416,2.461e-05,-2.461e-05,0.0,0.072,0.003,-0.003,0.0,1.7,0.31,-0.25,0.0,0.152,0.028,-0.022,0.0,3.53,20.65895,-19.443815,0.0,0.0111,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,794.78,39.18,-37.11,0.0,1086.0,21.0,-21.0,0.0,0,5695.0,70.35,-79.05,0.0,1.2,0.18,-0.17,0.0,1.01,0.04,-0.04,0.0,0.15,0.079,-0.084,0.0,1.0,4.28,0.13,-0.11,0.0,293.2882949,48.8116114,1378.47,29.265,-29.265,14.194,0.092,-0.092,12.431,0.025,-0.025,14.0105,0.000242,-0.000242
4484,Kepler-849 b,1,1,2016,0,394.6244904,0.0008875,-0.0008875,0.0,1.1088,0.003,-0.003,0.0,7.14,1.49,-1.37,0.0,0.637,0.133,-0.122,0.0,40.4,20.65895,-19.443815,0.0,0.127,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,3.12,0.14,-0.13,0.0,325.0,21.0,-21.0,0.0,0,6059.0,81.18,-66.22,0.0,1.64,0.34,-0.31,0.0,1.23,0.15,-0.09,0.0,0.12,0.102,-0.079,0.0,1.0,4.1,0.16,-0.13,0.0,290.8517961,48.5213243,822.134,16.333,-15.719,12.878,0.092,-0.092,11.527,0.023,-0.023,12.8358,0.000209,-0.000209
4485,Kepler-85 b,1,4,2012,0,8.306,0.0001,-0.0001,0.0,0.0766,0.003,-0.003,0.0,1.97,0.1,-0.1,0.0,0.176,0.009,-0.009,0.0,4.54,20.65895,-19.443815,0.0,0.0143,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,107.03,4.48,-4.28,0.0,809.0,21.0,-21.0,0.0,1,5499.0,87.6,-66.05,0.0,1.24,0.05,-0.05,0.0,0.92,0.4,-0.27,0.0,0.0,0.101,-0.103,0.0,1.0,4.22,0.15,-0.15,0.0,290.9734395,45.2902761,765.025,13.683,-13.219,14.89,0.057,-0.057,13.083,0.023,-0.023,14.766,0.000295,-0.000295
4486,Kepler-85 c,1,4,2012,0,12.513,0.0001,-0.0001,0.0,0.1007,0.003,-0.003,0.0,2.18,0.1,-0.1,0.0,0.194,0.009,-0.009,0.0,20.9,6.2,-5.6,0.0,0.066,0.02,-0.018,0.0,4,0.0,0.05,-0.042,0.0,61.93,2.59,-2.48,0.0,706.0,21.0,-21.0,0.0,1,5499.0,87.6,-66.05,0.0,1.24,0.05,-0.05,0.0,0.92,0.4,-0.27,0.0,0.0,0.101,-0.103,0.0,1.0,4.22,0.15,-0.15,0.0,290.9734395,45.2902761,765.025,13.683,-13.219,14.89,0.057,-0.057,13.083,0.023,-0.023,14.766,0.000295,-0.000295
4487,Kepler-85 d,1,4,2014,0,17.91323,0.000266,-0.000266,0.0,0.13,0.003,-0.003,0.0,1.2,0.19,-0.19,0.0,0.107,0.017,-0.017,0.0,1.87,20.65895,-19.443815,0.0,0.00588,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,38.39,1.61,-1.53,0.0,626.0,21.0,-21.0,0.0,0,5436.0,100.0,-100.0,0.0,0.89,0.13,-0.13,0.0,0.87,0.06,-0.05,0.0,-0.02,0.15,-0.15,0.0,1.0,4.49,0.15,-0.15,0.0,290.9734395,45.2902761,765.025,13.683,-13.219,14.89,0.057,-0.057,13.083,0.023,-0.023,14.766,0.000295,-0.000295
4488,Kepler-85 e,1,4,2014,0,25.216751,0.000718,-0.000718,0.0,0.163,0.003,-0.003,0.0,1.27,0.2,-0.2,0.0,0.113,0.018,-0.018,0.0,0.6,0.5,-0.4,0.0,0.00189,0.00157,-0.00126,0.0,4,0.0,0.05,-0.042,0.0,24.32,1.02,-0.97,0.0,559.0,21.0,-21.0,0.0,0,5436.0,100.0,-100.0,0.0,0.89,0.13,-0.13,0.0,0.92,0.03,-0.04,0.0,0.0,0.101,-0.103,0.0,1.0,4.49,0.15,-0.15,0.0,290.9734395,45.2902761,765.025,13.683,-13.219,14.89,0.057,-0.057,13.083,0.023,-0.023,14.766,0.000295,-0.000295
4489,Kepler-850 b,1,1,2016,0,7.19303878,3.818e-05,-3.818e-05,0.0,0.0744,0.003,-0.003,0.0,1.78,0.47,-0.21,0.0,0.159,0.042,-0.019,0.0,3.82,20.65895,-19.443815,0.0,0.012,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,329.28,42.4,-36.57,0.0,995.0,21.0,-21.0,0.0,0,5932.0,89.3,-95.55,0.0,1.09,0.29,-0.12,0.0,1.06,0.07,-0.06,0.0,0.03,0.14,-0.164,0.0,1.0,4.39,0.08,-0.19,0.0,293.0844515,48.5753645,1661.28,93.1,-83.89,15.611,0.126,-0.126,13.987,0.063,-0.063,15.4272,0.000469,-0.000469
4490,Kepler-851 b,1,1,2016,0,8.50699658,3.708e-05,-3.708e-05,0.0,0.0802,0.003,-0.003,0.0,1.68,0.27,-0.21,0.0,0.15,0.024,-0.019,0.0,3.46,20.65895,-19.443815,0.0,0.0109,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,103.83,6.1,-5.72,0.0,900.0,21.0,-21.0,0.0,0,5455.0,87.48,-80.92,0.0,0.85,0.08,-0.06,0.0,0.89,0.04,-0.05,0.0,-0.07,0.156,-0.173,0.0,1.0,4.53,0.04,-0.09,0.0,294.6802199,49.1401106,839.255,17.655,-16.954,15.172,0.103,-0.103,13.392,0.043,-0.043,15.1081,0.000414,-0.000414
4491,Kepler-852 b,1,1,2016,0,44.9309804,0.00024,-0.00024,0.0,0.2654,0.003,-0.003,0.0,2.54,0.45,-0.17,0.0,0.227,0.04,-0.015,0.0,6.99,20.65895,-19.443815,0.0,0.022,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,92.13,6.37,-5.88,0.0,565.0,21.0,-21.0,0.0,1,6100.0,85.43,-84.46,0.0,1.16,0.05,-0.05,0.0,1.19,0.04,-0.04,0.0,0.22,0.074,-0.068,0.0,1.0,4.38,0.03,-0.03,0.0,297.3915863,48.5606875,1619.03,50.61,-50.61,14.006,0.149,-0.149,12.587,0.024,-0.024,13.9066,0.000201,-0.000201
4492,Kepler-853 b,1,1,2016,0,7.16892463,2.302e-05,-2.302e-05,0.0,0.0779,0.003,-0.003,0.0,1.69,0.48,-0.28,0.0,0.151,0.043,-0.025,0.0,3.5,20.65895,-19.443815,0.0,0.011,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,499.3,14.5,-14.07,0.0,1187.0,21.0,-21.0,0.0,0,6350.0,60.54,-55.18,0.0,1.55,0.44,-0.24,0.0,1.3,0.14,-0.08,0.0,0.07,0.093,-0.079,0.0,1.0,4.17,0.13,-0.17,0.0,283.936781,49.1102748,568.676,7.076,-6.907,12.339,0.057,-0.057,11.151,0.016,-0.016,12.2485,0.000174,-0.000174
4493,Kepler-855 b,1,1,2016,0,7.8866311,2.47e-06,-2.47e-06,0.0,0.0762,0.003,-0.003,0.0,8.35,1.7,-0.81,0.0,0.745,0.152,-0.072,0.0,52.7,20.65895,-19.443815,0.0,0.166,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,405.18,34.18,-30.93,0.0,996.0,21.0,-21.0,0.0,0,5835.0,99.82,-156.08,0.0,1.03,0.21,-0.1,0.0,1.03,0.07,-0.07,0.0,0.06,0.146,-0.158,0.0,1.0,4.42,0.07,-0.15,0.0,295.0949565,43.537565,1506.58,58.72,-54.54,15.157,0.046,-0.046,13.338,0.031,-0.031,15.0191,0.000531,-0.000531
4494,Kepler-856 b,1,1,2016,0,8.02768059,2.01e-06,-2.01e-06,0.0,0.0787,0.003,-0.003,0.0,9.3,1.25,-0.6,0.0,0.83,0.112,-0.054,0.0,63.3,20.65895,-19.443815,0.0,0.199,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,153.5,14.66,-13.12,0.0,824.0,21.0,-21.0,0.0,0,5535.0,69.55,-84.49,0.0,0.93,0.12,-0.06,0.0,0.96,0.05,-0.04,0.0,0.12,0.15,-0.142,0.0,1.0,4.49,0.05,-0.12,0.0,289.6038379,46.3149097,1351.17,56.46,-52.19,15.594,0.137,-0.137,13.905,0.046,-0.046,15.557,0.000507,-0.000507
4495,Kepler-857 b,1,1,2016,0,85.35129427,9.562e-05,-9.562e-05,0.0,0.3751,0.003,-0.003,0.0,6.8,1.7,-0.68,0.0,0.607,0.152,-0.061,0.0,37.2,20.65895,-19.443815,0.0,0.117,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,5.75,0.35,-0.33,0.0,390.0,21.0,-21.0,0.0,0,5773.0,125.46,-173.8,0.0,0.99,0.25,-0.1,0.0,0.99,0.07,-0.07,0.0,0.02,0.125,-0.175,0.0,1.0,4.45,0.07,-0.17,0.0,294.6323978,43.4004526,983.502,23.988,-22.889,15.167,0.126,-0.126,13.403,0.037,-0.037,15.0638,0.000387,-0.000387
4496,Kepler-858 b,1,1,2016,0,76.13602028,5.533e-05,-5.533e-05,0.0,0.3403,0.003,-0.003,0.0,4.87,0.23,-0.2,0.0,0.434,0.021,-0.018,0.0,21.1,20.65895,-19.443815,0.0,0.0664,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,6.34,0.15,-0.15,0.0,399.0,21.0,-21.0,0.0,0,5653.0,74.35,-61.07,0.0,0.91,0.04,-0.04,0.0,0.96,0.04,-0.04,0.0,-0.04,0.106,-0.106,0.0,1.0,4.5,0.03,-0.04,0.0,288.8488552,51.2090375,298.532,1.972,-1.947,12.568,0.069,-0.069,10.862,0.021,-0.021,12.411,0.000168,-0.000168
4497,Kepler-859 b,1,1,2016,0,20.38177573,5.321e-05,-5.321e-05,0.0,0.1345,0.003,-0.003,0.0,3.09,0.18,-0.15,0.0,0.276,0.016,-0.013,0.0,9.75,20.65895,-19.443815,0.0,0.0307,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,14.9,1.26,-1.14,0.0,528.0,21.0,-21.0,0.0,0,5020.0,48.72,-50.72,0.0,0.77,0.03,-0.04,0.0,0.81,0.04,-0.04,0.0,-0.02,0.148,-0.171,0.0,1.0,4.59,0.02,-0.05,0.0,286.7418337,43.1901197,839.903,28.333,-26.573,15.977,1.133,-1.133,13.858,0.052,-0.052,15.8805,0.000579,-0.000579
